Easting,Northing,Site_ID,Site_Name,County_Dis,Soil_Assoc,Soil_series,S_Subgrp1,S_Subgrp2,Soil_Text,Ersn_Risk,Terrain,Mean_grad_.,Min_grad_.,Max_grad_.,Slope_leng,Precip_mm,Precip_oth,Land_cover,Land_use,Crop_rotat,Land_Other,Stdy_Start,Stdy_Fin,Site_selection,Stdy_Scale,Stdy_Meth1,Stdy_Meth2,Stdy_Area,Stdy_num.field,Stdy_Othr,Rslt_Mean,Rslt_Med,Rslt_Min,Rslt_Max,Rslt_Vol,Rslt_Net,Rslt_Gross,Rslt_num.flds,Rslt_Analysis,Pathway_1,Pathway_2,Observ_1,Observ_2,Observ_3,Observ_4,Observ_5,Reference,Link,Note_a,Note_b,Note_b_1,Long,Lat
286500,296500,385,NA,POWYS,NA,BANC,6.11,Typical brown podzolic soils,NA,NA,Convex,19,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.675506544,52.55446816
296500,201500,386,NA,RHONDDA CYNON TAF - RHONDDA CYNON TAF,NA,HEPSTE,10.13,Raw oligo-amorphous peat soils,NA,NA,Convex,7,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,3.4 (a),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.499127973,51.70266491
291500,216500,387,NA,POWYS,NA,WENALLT,7.21,Cambic stagnohumic gley soils,NA,NA,Rectilinear,7,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.57614375,51.83653426
296500,211500,388,NA,RHONDDA CYNON TAF - RHONDDA CYNON TAF,NA,LAZONBY,6.31,Humo-ferric podzols,NA,NA,Rectilinear,9,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.502107272,51.79254485
296500,216500,389,NA,POWYS,NA,CRAY,6.51,Ironpan stagnopodzols,NA,NA,Rectilinear,7,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,1.1 (a),NA,NA,NA,0.506,NA,NA,Sheep,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.503602751,51.83748426
291500,221500,390,NA,POWYS,NA,WENALLT,7.21,Cambic stagnohumic gley soils,NA,NA,Convex,12,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,2.9 (a),NA,NA,NA,1.305,NA,NA,Sheep,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.577715387,51.88147177
296500,221500,391,NA,POWYS,NA,HENDRABURNICK,8.71,Typical humic gley soils,NA,NA,Convex,3,NA,NA,NA,NA,NA,Upland,Bog,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.505102135,51.88242329
291500,236500,392,NA,POWYS,NA,CREDITON,5.41,Typical brown earths,NA,NA,Convex,34,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.582454993,52.01628201
296500,236500,393,NA,POWYS,NA,WHITCOTT,6.11,Typical brown podzolic soils,NA,NA,Rectilinear,11,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.509623847,52.01723812
291500,256500,394,NA,POWYS,NA,HAFREN,6.54,Ferric stagnopodzols,NA,NA,convex,16,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.588832629,52.19602368
291500,261500,395,NA,POWYS,NA,HAFREN,6.54,Ferric stagnopodzols,NA,NA,concave,18,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.59043752,52.24095815
296500,261500,396,NA,POWYS,NA,CROWDY,10.13,Raw oligo-amorphous peat soils,NA,NA,Rectilinear,12,NA,NA,NA,NA,NA,Upland,Bog,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0.4 (a),NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.517239397,52.24192199
291500,271500,397,NA,POWYS,NA,GREYLAND,7.13,Cambic stagnogley soils,NA,NA,Rectilinear,19,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,4.7 (a),NA,NA,NA,4.747,NA,NA,Sheep,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.593659985,52.33082595
296500,271500,398,NA,POWYS,NA,MANOD,6.11,Typical brown podzolic soils,NA,NA,Rectilinear,62,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.520313719,52.3317929
291500,286500,399,NA,POWYS,NA,MANOD,6.11,Typical brown podzolic soils,NA,NA,Rectilinear,58,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.598525609,52.46562481
291500,286500,400,NA,POWYS,NA,KIELDER,7.21,Cambic stagnohumic gley soils,NA,NA,Rectilinear,3,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.598525609,52.46562481
301500,216500,401,NA,POWYS,NA,BEACON,7.21,Cambic stagnohumic gley soils,NA,NA,Convex,36,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0.6 (a),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.431057847,51.83838953
306500,216500,402,NA,POWYS,NA,BEACON,7.21,Cambic stagnohumic gley soils,NA,NA,Rectilinear,3,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.358509227,51.83925007
301500,220500,403,NA,POWYS,NA,NEWBIGGIN,5.41,Typical brown earths,NA,NA,Rectilinear,78,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,5.6 (a),NA,NA,NA,5.88,NA,NA,Sheep,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.432199243,51.87434195
306500,221500,404,NA,POWYS,NA,WINTER HILL,10.11,Raw oligo-fibrous peat soils,NA,NA,Rectilinear,31,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,343.8 (a),NA,NA,NA,55.008,NA,NA,Human track,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.359864065,51.88419193
306500,241500,405,NA,POWYS,NA,MILFORD,5.41,Typical brown earths,NA,NA,convex,14,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.365318942,52.06395569
306500,291500,406,NA,POWYS,NA,MANOD,6.11,Typical brown podzolic soils,NA,NA,convex,31,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,9.5 (a),NA,NA,NA,8.74,NA,NA,Sheep,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.379209209,52.51333915
311500,201500,407,NA,NA,NA,GELLIGAER,6.54,Ferric stagnopodzols,NA,NA,Convex,7,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.282129439,51.70523413
310500,206500,408,NA,CAERFFILI - CAERPHILLY,NA,WILCOCKS,7.21,Cambic stagnohumic gley soils,NA,NA,Convex,11,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.297883895,51.75001934
311500,211500,409,NA,BLAENAU GWENT - BLAENAU GWENT,NA,RODDLESWORTH,7.21,Cambic stagnohumic gley soils,NA,NA,Rectilinear,7,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.284677874,51.79512233
311500,216500,410,NA,POWYS,NA,CROWDY,10.13,Raw oligo-amorphous peat soils,NA,NA,Rectilinear,5,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.285957079,51.84006587
316500,216500,411,NA,POWYS,NA,REVIDGE,3.11,Humic rankers,NA,NA,Rectilinear,7,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.213401591,51.84083694
316500,226500,412,NA,POWYS,NA,RIVINGTON,5.41,Typical brown earths,NA,NA,Rectilinear,11,NA,NA,NA,NA,NA,Upland,Upland Heath,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.215825237,51.9307254
311500,246500,413,NA,POWYS,NA,MANOD,6.11,Typical brown podzolic soils,NA,NA,Convex,32,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0.3 (a),NA,NA,NA,0.276,NA,NA,Sheep,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.293702861,52.10971941
311500,251500,414,NA,POWYS,NA,PARC,6.12,Humic brown podzolic soils,NA,NA,convex,11,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.295005692,52.15466038
316500,251500,415,NA,POWYS,NA,PARC,6.12,Humic brown podzolic soils,NA,NA,Rectilinear,36,NA,NA,NA,NA,NA,Upland,Upland Heath,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,5.6 (a),NA,NA,NA,4.536,NA,NA,Human track,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.221940091,52.15544016
316500,256500,416,NA,POWYS,NA,SKIDDAW,3.11,Humic rankers,NA,NA,Rectilinear,6,NA,NA,NA,NA,NA,Upland,Upland Heath,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.223172706,52.20038202
311500,261500,417,NA,POWYS,NA,MALVERN,6.11,Typical brown podzolic soils,NA,NA,Convex,53,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,14 (a),NA,NA,NA,14.56,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.297621634,52.24454121
321500,200500,418,NA,NA,NA,RIVINGTON,5.41,Typical brown earths,NA,NA,Rectilinear,73,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.137221449,51.69773495
321500,206500,419,NA,BLAENAU GWENT - BLAENAU GWENT,NA,BRICKFIELD,7.13,Cambic stagnogley soils,NA,NA,convex,31,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.138575976,51.751671
321500,211500,420,NA,NA,NA,MYNYDD,7.21,Cambic stagnohumic gley soils,NA,NA,Rectilinear,11,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0.9 (a),NA,NA,NA,0.387,NA,NA,Sheep,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.139707986,51.79661731
326500,211500,421,NA,SIR FYNWY - MONMOUTHSHIRE,NA,LYDCOTT,6.54,Ferric stagnopodzols,NA,NA,Rectilinear,9,NA,NA,NA,NA,NA,Upland,Upland Heath,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.067218518,51.79729779
321500,221500,422,NA,POWYS,NA,CREDITON,5.41,Typical brown earths,NA,NA,Rectilinear,31,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,4.6 (a),NA,NA,NA,4.968,NA,NA,Sheep,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.141980877,51.88650884
321500,226500,423,NA,POWYS,NA,LYDCOTT,6.54,Ferric stagnopodzols,NA,NA,convex,23,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.143121779,51.93145405
321500,231500,424,NA,POWYS,NA,NA,6.43,Stagnogley-podzols,NA,NA,convex,12,NA,NA,NA,NA,NA,Upland,Bog,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,9.4 (a),NA,NA,NA,1.598,NA,NA,Human track,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.144265665,51.97639891
326500,236500,425,NA,HEREFORDSHIRE,NA,MILFORD,5.41,Typical brown earths,NA,NA,Convex,45,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1997,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,5.7 (a),NA,NA,NA,5.928,NA,NA,Human track,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.072560506,52.02202936
